,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140
661,0.16257617,-1.8096106,-3.0593682,-4.2086964,-4.3313269,-3.9309828,-3.1260764,-1.9128947,-1.4099351,-1.1786077,-0.47360515,-0.20501299,-0.17663567,-0.10443505,-0.082262919,-0.085379033,-0.058988996,-0.11531307,-0.11091052,-0.15516661,-0.10399316,-0.15217356,-0.16090066,-0.11087041,-0.22808561,-0.22706093,-0.22924669,-0.37365156,-0.3049433,-0.36839392,-0.4082752,-0.45873525,-0.50401896,-0.60637617,-0.62910365,-0.60104351,-0.59003573,-0.5987863,-0.56054398,-0.5964918,-0.51655608,-0.43994799,-0.38445758,-0.3459316,-0.23504461,-0.20315187,-0.14674387,-0.1261976,0.064126542,0.07028107,0.005482305,0.10231018,0.18002034,0.095914555,0.094473373,0.17096289,0.16225222,0.093655367,0.067816346,0.19727887,0.17997334,0.1183613,0.087994737,0.19717439,0.11184583,0.20717322,0.18436282,0.24471548,0.26785766,0.16185644,0.35499056,0.42012623,0.4016875,0.44376718,0.54288761,0.57002308,0.54595581,0.63103239,0.65340011,0.60057873,0.58553802,0.61777295,0.65262267,0.71011668,0.64056114,0.54188077,0.5433947,0.56630367,0.50707951,0.46900203,0.49391998,0.47633021,0.61084364,0.76125451,0.85229673,1.0696618,1.0735776,1.2749509,1.4398636,1.6446953,1.7789943,1.7076069,1.7466825,1.5952584,1.4384002,1.3167657,1.1220969,0.85908698,0.5563895,0.22465525,-0.12395882,-0.20097584,-0.24214776,-0.27919041,-0.26660412,-0.39993998,-0.46353349,-0.44987231,-0.37478256,-0.34001891,-0.40934853,-0.37633314,-0.37688436,-0.326127,-0.31357559,-0.41028677,-0.069983882,0.33705764,0.87876343,0.95583267,0.83983001,0.98773617,0.98598736,0.99520546,0.94457734,0.69600955,0.93440257,0.55655153,-0.57525987,-2.6376778
1308,-0.95540855,-2.0786546,-2.8219654,-3.2984291,-3.8223197,-4.0493594,-3.574151,-2.5468004,-1.5911338,-1.3148259,-0.87208818,-0.56673981,-0.53244988,-0.37803992,-0.4030747,-0.3877206,-0.39802229,-0.39415681,-0.41770035,-0.38632558,-0.51701017,-0.37731677,-0.26947031,-0.29075731,-0.29339747,-0.32278623,-0.29601413,-0.15337494,-0.30545743,-0.26213992,-0.2374979,-0.27692438,-0.19348322,-0.20443301,-0.23432997,-0.2599105,-0.29032848,-0.21765217,-0.18082949,-0.24734056,-0.24101404,-0.13896839,-0.22747653,-0.11499865,-0.097713511,-0.13676905,0.011083047,0.029364835,0.03807726,0.10133057,0.11594006,0.14912229,0.17422883,0.14709733,0.16633186,0.096271439,0.10871964,0.001311266,-0.050393764,0.11211176,0.13330904,0.12551285,-0.02836814,-0.090132978,0.037724602,0.15787839,0.081062086,0.11148624,0.088839811,-0.023559054,-0.071470499,0.16495327,0.40565421,0.41364026,0.4605837,0.4654124,0.47367034,0.49541306,0.54585684,0.57405896,0.59345911,0.46990771,0.48503724,0.5876189,0.55349948,0.53209573,0.50161219,0.43610969,0.40454246,0.43582912,0.46521478,0.67889165,0.82390395,0.94497167,1.0285667,1.1596834,1.270854,1.4504343,1.7486691,1.9957252,2.1054329,2.0183143,1.9302619,1.7549585,1.4979145,1.4823514,1.2475923,1.0200156,0.89730766,0.46381459,0.1666647,0.036208912,0.045220331,0.08197678,0.053000317,0.009129229,-0.026266198,-0.012407243,-0.098393726,-0.026854104,0.028286311,-0.069388667,-0.036038228,-0.086334026,0.078345911,0.13728625,0.1344329,0.32559823,0.87063163,1.575629,1.5404698,1.0677724,0.36263347,-0.39130527,-0.9935411,-1.3537329,-1.1355375,-0.72792039,-0.21271115,-0.87280719
4335,-0.82254374,-4.020453,-4.4880086,-4.4285545,-3.6136757,-2.2418683,-1.5698896,-1.4754315,-0.70134266,-0.17155819,-0.36120861,-0.24006607,-0.28692307,-0.22816833,-0.25404026,-0.3001039,-0.2883705,-0.20209872,-0.24363484,-0.33649263,-0.30524063,-0.39130972,-0.44007511,-0.45214184,-0.52162266,-0.55006595,-0.52509446,-0.63953699,-0.71540437,-0.74714334,-0.82872329,-0.79805023,-0.86341409,-0.9071918,-0.91692493,-0.83856022,-0.83533672,-0.95298157,-0.80537755,-0.80810767,-0.69156647,-0.62843463,-0.56747399,-0.47455424,-0.41796946,-0.36094565,-0.22270344,-0.25088533,-0.17675325,-0.21771003,-0.036347505,-0.018224989,-0.076277393,0.013870014,-0.005431746,0.086016326,0.064809271,0.10890951,0.071947179,0.055455255,0.10889668,0.16695168,0.19461218,0.26412527,0.2033079,0.40412795,0.41116144,0.4304235,0.540479,0.59720972,0.62991409,0.61047632,0.64773911,0.65055582,0.56384414,0.57666691,0.60694855,0.6130248,0.61889707,0.46393236,0.54662765,0.49124165,0.44897207,0.48661234,0.46501268,0.50132034,0.45189217,0.49854886,0.46896181,0.44928972,0.42976085,0.44250913,0.41934858,0.38414461,0.40469694,0.38887761,0.41465798,0.46284514,0.47237335,0.64331031,0.97745408,1.1361388,1.320667,1.4303175,1.7440393,1.8936514,1.7671187,1.7954448,1.6443389,1.4820584,1.2518771,0.9528857,0.67066755,0.28825844,-0.041404077,-0.15861122,-0.17975619,-0.17605886,-0.16059596,-0.16458113,-0.10036788,-0.11537999,-0.14686474,-0.11143855,-0.13750072,-0.16452116,-0.068306473,-0.046612251,-0.08269734,0.044043105,0.3841122,1.1918612,1.4947759,1.329556,1.3418142,0.86523812,0.54681437,0.2598672,1.0097642,0.31864038
2070,1.5031742,1.0465351,-0.49245401,-2.0666114,-2.9682377,-3.6256434,-3.1762161,-2.2061565,-1.7470965,-1.7756739,-0.81022457,-0.45290919,-0.56764069,-0.58194366,-0.61616907,-0.5574622,-0.62382753,-0.52370636,-0.62347366,-0.59427492,-0.64219538,-0.69533424,-0.69607111,-0.706187,-0.77970195,-0.724967,-0.82321052,-0.86897843,-0.90217283,-0.9521252,-0.86339608,-1.07912,-1.1086411,-1.1856458,-1.0959456,-1.0940669,-1.1697912,-1.0751616,-1.1781227,-1.0912237,-1.0516182,-1.0456194,-0.98582076,-0.91950099,-0.67109606,-0.69926239,-0.66131753,-0.48375306,-0.39082994,-0.33199967,-0.36141947,-0.3410624,-0.20611244,-0.24543175,-0.23836053,-0.20249298,-0.14103965,-0.11028447,-0.067578718,-0.032762839,0.026284392,-0.066577145,0.013071892,0.051869012,0.043708444,0.17238429,0.19735691,0.18094603,0.20386246,0.32923533,0.27657876,0.39265285,0.39297378,0.49348471,0.47360941,0.38296407,0.50805818,0.57022438,0.59534987,0.60662971,0.47115865,0.50561772,0.52490807,0.49583663,0.60615658,0.5297019,0.55745106,0.36187361,0.4816465,0.5064088,0.38705926,0.53309236,0.40503724,0.46827175,0.32766763,0.3293307,0.44121309,0.41574085,0.3519175,0.4959698,0.6192128,0.72471376,1.0242894,1.2549353,1.3218173,1.4230235,1.6929212,2.0486566,2.1028111,2.1660362,2.1050452,1.8288285,1.6696194,1.4819185,1.0969455,0.6398788,0.092971068,-0.050967618,-0.036267248,0.044066082,0.017422975,-0.039259563,-0.007883214,0.086841968,0.091749331,0.014077416,-0.028904508,0.11576643,0.080666959,0.15701879,0.22733821,0.096194666,0.42588383,0.87720578,0.97916336,1.3867101,1.6714058,1.8540815,1.7504961,1.3322751
1423,1.8224473,0.89284807,-1.2364514,-2.6523775,-3.8034369,-3.9473568,-3.1574412,-2.1884408,-1.8501869,-1.5220743,-0.42406111,-0.44818785,-0.41218266,-0.32362136,-0.30571226,-0.35875906,-0.37345553,-0.3857943,-0.38145688,-0.3817874,-0.52780684,-0.41465145,-0.48053777,-0.48959117,-0.63008814,-0.5452381,-0.61734455,-0.69746522,-0.70351722,-0.83720478,-0.97901729,-0.98739933,-0.90438512,-0.97225855,-1.0361757,-1.0447375,-1.0656605,-1.110048,-1.0936595,-1.0038121,-1.0456319,-0.90106211,-0.9085872,-0.75254614,-0.61639692,-0.4787115,-0.4406784,-0.29546333,-0.18490746,-0.18102276,-0.060025947,-0.005617529,-0.053841174,0.006528305,0.024812838,0.058843359,0.0521688,0.068882459,0.043768779,0.15857296,0.069505529,0.16605243,0.16991979,0.10891334,0.16748986,0.18435242,0.30195448,0.31120292,0.32818738,0.3571379,0.51440081,0.46884386,0.5157272,0.54194793,0.52065242,0.550667,0.64389537,0.52769813,0.64969855,0.55952853,0.50734737,0.62845638,0.45131976,0.51283163,0.50095998,0.38350177,0.4208843,0.48620506,0.42543564,0.38085877,0.31427179,0.375607,0.31514747,0.23929154,0.3095775,0.32514616,0.32293273,0.17661327,0.25836994,0.35777333,0.54921565,0.85779705,1.1217131,1.138996,1.139287,1.4327412,1.7057958,2.0700575,2.0443556,2.0283164,1.8559404,1.5463059,1.4363306,1.1006307,0.65768761,0.023888395,-0.12072993,-0.31057871,-0.28991704,-0.2542676,-0.30498137,-0.38056054,-0.25738881,-0.25612677,-0.21095139,-0.2356511,-0.27377548,-0.29020341,-0.2578031,-0.11194691,-0.12376553,-0.033467202,0.48126104,0.90151679,1.0444317,1.5223473,1.7321676,2.0173654,1.4984074,1.5442539
4551,-0.40727972,-2.4327989,-3.5572884,-4.3812349,-4.050204,-3.4275398,-2.0035232,-1.4814863,-1.2349054,-0.37004532,-0.060139689,-0.16255842,-0.14016489,-0.30202064,-0.1763858,-0.19485525,-0.18865963,-0.040705727,-0.32960697,-0.36921148,-0.30607352,-0.2869813,-0.21409503,-0.43803682,-0.51876694,-0.50622196,-0.43756338,-0.46345698,-0.46814722,-0.51855167,-0.77484825,-0.72493458,-0.87723906,-0.91817733,-0.89509717,-0.9328607,-0.91812248,-0.9169293,-0.89059828,-0.96565906,-0.87879665,-0.72758488,-0.66893418,-0.5903051,-0.50014599,-0.30547206,-0.14768842,-0.16009592,-0.10817942,-0.13374677,-0.13803498,0.064989941,0.020031089,-0.016978986,0.025987914,0.074533311,0.078314334,0.16934197,0.1490378,0.16078638,0.12081868,0.21524333,0.20700457,0.048962929,0.065632327,0.05788684,0.13906754,0.16874726,0.17812896,0.12440625,0.1787298,0.25953523,0.28652703,0.34660961,0.3298589,0.40482928,0.42950178,0.49433818,0.59247641,0.60600934,0.6953327,0.37303344,0.50602453,0.46089391,0.29399433,0.40144237,0.46322028,0.44426572,0.45241495,0.3359455,0.32209095,0.33853766,0.51666996,0.74070996,0.87305246,0.98350348,1.1294356,1.2754889,1.4616584,1.6645284,1.8580537,2.1147229,1.9575272,1.936369,1.8659787,1.5628636,1.4264004,1.1219868,0.89213403,0.51765488,0.11623607,-0.13012583,-0.23986409,-0.15951388,-0.25200568,-0.16058136,-0.17741276,-0.26091994,-0.2622521,-0.28275329,-0.21855145,-0.1812965,-0.15790447,-0.17734491,-0.040142074,-0.17304851,-0.045247673,0.25573048,0.49785813,0.98887583,0.90971821,0.74685414,1.0431474,1.0346179,0.96843004,0.97262418,1.0896099,1.3634121,1.1212672,-0.51374958
2669,0.1101565,-2.437036,-4.0566263,-4.3607501,-3.8818206,-3.1715486,-2.101467,-1.5233607,-1.3746393,-0.61103442,-0.25480999,-0.35214542,-0.27548685,-0.32619749,-0.23991765,-0.31390241,-0.32459684,-0.36948645,-0.3572066,-0.33224102,-0.40708159,-0.3852258,-0.44592566,-0.54696385,-0.4638032,-0.47938668,-0.52423522,-0.68976098,-0.60098503,-0.65492252,-0.68953368,-0.78268351,-0.79599691,-0.80696072,-0.88109184,-0.92955134,-0.909638,-0.82611302,-0.81390237,-0.74187238,-0.74395046,-0.64578949,-0.62927188,-0.4613897,-0.40119458,-0.37238349,-0.31678203,-0.25532008,-0.14492785,-0.066765897,-0.023939063,0.036824358,-0.026085368,0.02643333,0.09900182,0.11885599,0.10104711,0.047126572,0.15197124,0.14545817,0.13490464,0.20116894,0.21743348,0.26964762,0.27397722,0.30426611,0.38846283,0.32448059,0.4197634,0.47438455,0.48090092,0.43412871,0.51437498,0.60922617,0.5018806,0.53441365,0.5856595,0.58752516,0.49693209,0.4820951,0.49292694,0.4348719,0.50237764,0.32506429,0.4811688,0.48419679,0.35705996,0.45585412,0.402163,0.35902266,0.43283679,0.33341552,0.36665736,0.36439693,0.34606481,0.51734549,0.63267077,0.80375629,0.91008918,1.1269596,1.285157,1.5170526,1.8197249,1.9550574,1.7753936,1.6825118,1.6640326,1.4266649,1.1751815,0.90341609,0.66374881,0.27141149,-0.10642458,-0.28671389,-0.22578175,-0.32636562,-0.23397887,-0.21476423,-0.25515522,-0.20908311,-0.21764739,-0.20689929,-0.20331962,-0.19505785,-0.19834396,-0.23118167,-0.1171744,-0.11830385,0.069670461,0.49479085,1.0029881,1.067466,1.0508691,1.1804452,1.1761838,0.93975056,1.1812568,1.6650488,2.0719374,0.23274325
2247,1.1058128,0.28812066,-3.0508488,-4.4031899,-4.1793367,-2.9649908,-1.4600124,-0.94892336,-0.16113147,0.64640077,0.82760961,0.72373757,0.48296875,0.42798089,0.70879213,1.1960501,1.5556561,1.861296,1.7976724,1.6203421,1.5258127,1.5896279,1.6192494,1.5681318,1.4914089,1.4135744,1.5156117,1.3977103,1.3473906,1.291414,1.1604003,1.1408592,0.94046108,0.77960573,0.66730075,0.60017633,0.5055734,0.54138882,0.53340522,0.49371616,0.61345703,0.58177328,0.6473857,0.54644127,0.66670711,0.70682379,0.56597786,0.53934727,0.56191668,0.59153797,0.43965208,0.44890951,0.39833543,0.40651759,0.37634822,0.29762687,0.34159769,0.22665873,0.19152299,0.24008896,0.11169091,0.084458581,0.09039425,0.097929674,0.080639169,0.076213669,-0.031041809,-0.042985208,-0.018889873,-0.058992031,-0.15944003,-0.11247751,-0.10218468,-0.14309493,-0.18427347,-0.13447805,-0.22035807,-0.21129382,-0.31152525,-0.29545152,-0.1902542,-0.34164585,-0.31382101,-0.30658181,-0.38727243,-0.33259646,-0.48524131,-0.51954207,-0.42342829,-0.43452057,-0.50577537,-0.42639614,-0.42689024,-0.52365639,-0.54961369,-0.577187,-0.58797736,-0.68312667,-0.69607272,-0.66814989,-0.65183801,-0.64903946,-0.69554772,-0.5888394,-0.62971708,-0.71344967,-0.68700597,-0.73359943,-0.67908634,-0.74864753,-0.57720565,-0.3631646,0.038824659,0.19812974,0.4306508,0.78879266,0.80948999,0.69810674,0.48076767,0.17261535,-0.209646,-0.78195703,-1.1609828,-1.2616011,-1.1403291,-1.315774,-1.2377815,-1.2638501,-1.3612395,-1.3321924,-1.2828903,-1.2026128,-0.60198093,-0.048253327,-0.018226749,0.21832905,0.38067662,0.17317542,1.2011818,-0.37482374
2567,-0.62310465,-2.3374274,-3.3921397,-4.407883,-4.2434288,-3.6065118,-2.3848503,-1.6495643,-1.4344496,-0.91070365,-0.45589398,-0.46481853,-0.41725305,-0.38751416,-0.44963017,-0.34912179,-0.36631244,-0.38615965,-0.29554941,-0.42102375,-0.40617169,-0.42879376,-0.40398044,-0.37853318,-0.52601421,-0.40934361,-0.49333099,-0.49530401,-0.51127056,-0.44788215,-0.49982936,-0.57436499,-0.60483056,-0.58046421,-0.61614614,-0.56433787,-0.56492028,-0.56839312,-0.57395045,-0.53200955,-0.42983758,-0.42333733,-0.40441759,-0.30211525,-0.15189894,-0.16100483,-0.074139366,-0.073693773,0.025833977,-0.031196303,0.034505903,0.058114698,0.015349424,-0.008865702,0.056156228,0.10726706,0.095085461,0.081311687,0.19652309,0.18715638,0.090013815,0.18126617,0.14734548,0.20195909,0.2467972,0.22369728,0.33290987,0.20956583,0.28224266,0.44255114,0.46938561,0.58158203,0.59182928,0.62641873,0.62628736,0.64848619,0.7736318,0.6596895,0.69282298,0.74069727,0.63591795,0.63046645,0.62912053,0.67449193,0.6292847,0.54181042,0.61682274,0.66758347,0.51852779,0.42962911,0.49778302,0.35740046,0.52086244,0.6635498,0.84044826,0.8475081,1.0607341,1.2843559,1.3707541,1.601924,1.8476514,2.0035167,1.953699,1.8851209,1.7998087,1.5310928,1.3601449,1.1901984,0.98445646,0.70718691,0.32285475,0.005482927,-0.12626316,-0.21874762,-0.16875731,-0.17739809,-0.2070497,-0.2075881,-0.18241758,-0.19118344,-0.27019425,-0.36369852,-0.27616023,-0.26137837,-0.22295578,-0.1846376,-0.12366332,0.014911702,0.44633807,1.187271,1.1152795,0.92942182,0.67211012,0.37185506,0.017055062,-0.20759105,0.35523598,0.81398968,0.16149462,-1.7082328
154,-0.72679421,-2.4567347,-3.1661757,-4.1424271,-4.6141753,-4.1418248,-2.9069616,-1.7773753,-1.6019502,-1.0216583,-0.33632288,-0.27763611,-0.27167794,-0.30641527,-0.24052903,-0.26371028,-0.28618694,-0.28377874,-0.22273148,-0.31442428,-0.29190169,-0.26118103,-0.3428407,-0.32408831,-0.31425413,-0.28021643,-0.33630592,-0.27117469,-0.49569861,-0.35812858,-0.41047192,-0.5319937,-0.49362137,-0.57317263,-0.58381256,-0.51901045,-0.61224185,-0.60496672,-0.56241672,-0.5393642,-0.54643461,-0.4710375,-0.29253018,-0.26818354,-0.25944256,-0.18271932,-0.087384961,-0.01521116,-0.046124919,0.064896059,-0.076428784,-0.10680411,-0.078711153,-0.10620975,-0.14410635,-0.096280483,-0.061089032,-0.1704547,-0.11691443,-0.090686305,-0.065892119,0.00591297,-0.073797882,-0.097060473,-0.020803099,0.071271332,0.033567504,0.10743001,0.19632238,0.1395105,0.37710495,0.38661757,0.29576404,0.45869755,0.42393356,0.54418362,0.4841532,0.42482994,0.48395651,0.46305181,0.51325335,0.47475716,0.47937547,0.4591532,0.42949258,0.43447715,0.39122447,0.49090884,0.39158489,0.45902055,0.49452038,0.31795772,0.43337749,0.34647898,0.37392666,0.42433476,0.46711316,0.45290209,0.4469241,0.53173764,0.57694766,0.59591581,0.80930552,0.89904602,1.0207328,1.3855946,1.3752293,1.1488037,0.89790041,0.66776279,0.67678376,0.67752368,0.67126325,0.5710856,0.47389645,0.098632106,0.099346169,0.10781629,0.12753505,0.075625179,0.11245136,0.090256261,0.027664434,0.16212765,0.118511,0.18350677,0.29091187,0.34013051,0.33686146,0.64153769,1.2710873,2.0086556,2.2624549,2.251549,2.4157123,2.0319751,1.0435648,0.014631442,-0.048438294,-0.74496147
2486,-1.840113,-4.1688679,-4.117232,-4.4420889,-3.6751567,-2.3792601,-1.8037817,-1.5630099,-0.76908257,-0.41319246,-0.46023862,-0.37556007,-0.33402789,-0.38469143,-0.35401677,-0.35224443,-0.38722425,-0.38425509,-0.30643883,-0.32755768,-0.34789021,-0.32850757,-0.32202734,-0.42853218,-0.43903416,-0.44724706,-0.4522488,-0.56841899,-0.4663101,-0.49494294,-0.5867196,-0.69249322,-0.63894819,-0.68186659,-0.6755775,-0.66269276,-0.72489919,-0.68141465,-0.69949816,-0.60595992,-0.49307504,-0.58923562,-0.43569549,-0.36989283,-0.32396021,-0.2610983,-0.19735512,-0.13349764,-0.093774118,-0.081671514,-0.066877728,-0.037987838,-0.023420198,0.14738937,0.12940119,0.042672093,0.079926919,0.14490077,0.21796017,0.21690104,0.26560854,0.20792204,0.30422217,0.244937,0.27942136,0.37611291,0.35496472,0.4990149,0.43146021,0.47727031,0.47376869,0.52159749,0.55257388,0.54652572,0.56464033,0.53972202,0.59081061,0.54316167,0.55178559,0.55136721,0.52587061,0.4363509,0.47878041,0.44097362,0.40968533,0.40619671,0.42411412,0.47279494,0.42086157,0.40099522,0.41041751,0.50629995,0.42318886,0.36225637,0.38585503,0.32639625,0.4242462,0.51794244,0.63252106,0.84671416,1.1418001,1.2993564,1.5133393,1.7022018,2.0047208,2.0290765,1.9344961,1.8392667,1.6784007,1.5270258,1.2265876,0.89206607,0.46233078,0.094237285,-0.067715613,-0.093048669,-0.15378008,-0.17596929,-0.097412078,-0.15034723,-0.21653935,-0.13947035,-0.19563866,-0.20685216,-0.20794034,-0.21367293,-0.1438927,-0.14368034,-0.15709848,0.01019824,0.32983382,1.0061953,1.1773939,1.0962359,1.1300606,0.57428938,0.39355053,0.28741831,1.0104924,-0.21520525
659,-1.4269827,-4.1482687,-4.526609,-4.3931018,-3.3524866,-2.1812204,-1.6449994,-1.4088779,-0.44111304,-0.24529291,-0.3057425,-0.32315282,-0.22090808,-0.27864649,-0.25573214,-0.22557522,-0.22391917,-0.25070788,-0.29997572,-0.27295397,-0.28633432,-0.28276059,-0.31588767,-0.38355984,-0.35352926,-0.46664678,-0.38522774,-0.54351214,-0.59002443,-0.66689612,-0.73757484,-0.76121785,-0.7462089,-0.87007306,-0.84775569,-0.85964836,-0.85412669,-0.8238481,-0.73943797,-0.78501267,-0.69447704,-0.55331299,-0.46798696,-0.43378884,-0.30511969,-0.25895244,-0.13125205,-0.095790046,0.023262675,0.054322796,0.096382516,0.1706753,0.075251304,0.057391147,0.16469655,0.19493714,0.20213344,0.21949761,0.21778925,0.28636103,0.34459152,0.23391017,0.29517296,0.33786801,0.40923212,0.41972245,0.56541498,0.59066697,0.61809505,0.53672919,0.57618666,0.70744936,0.72589956,0.74103493,0.69184032,0.65937551,0.6284064,0.76829499,0.66614966,0.61659837,0.53474183,0.57455843,0.62960826,0.52607082,0.44355295,0.45958478,0.47047715,0.51279635,0.50718472,0.41345563,0.41319254,0.42761474,0.32868137,0.40212838,0.3249062,0.39856767,0.36025444,0.47107478,0.67176663,0.86239422,1.1411774,1.2275326,1.3588163,1.6217688,1.7619117,1.7431233,1.6467772,1.5499198,1.4164311,1.1678341,0.93287047,0.55856442,0.22736745,-0.10601787,-0.12830009,-0.2273577,-0.30062811,-0.24581572,-0.25710662,-0.26080455,-0.23103185,-0.24832322,-0.29254361,-0.22907311,-0.17760278,-0.22577022,-0.24102519,-0.12814316,-0.099330391,0.27071251,0.88898156,1.0661353,0.96232172,0.86669908,0.96286933,0.87099444,0.85951743,0.86619994,0.72530393,-2.256678
2164,1.3477543,0.45014913,-1.6458086,-3.0214259,-4.0862989,-4.4724319,-3.4383552,-2.3418794,-1.7921325,-1.2781063,-0.20663394,-0.18148172,-0.1884837,-0.19585878,-0.18649623,-0.24794758,-0.22074564,-0.23279878,-0.23049822,-0.28295939,-0.31211274,-0.29140477,-0.36645952,-0.48141276,-0.44741952,-0.44730029,-0.65357951,-0.58642618,-0.73050981,-0.70192486,-0.80758994,-0.76461913,-0.90106978,-0.96746098,-0.99566092,-1.0316273,-1.0069866,-0.98354352,-1.0563512,-1.0934608,-1.0338651,-0.87219947,-0.86159552,-0.81506663,-0.63519847,-0.54208728,-0.46952458,-0.27111543,-0.30716737,-0.22791582,-0.094234936,-0.020687236,-0.12154069,-0.058771356,-0.05860128,0.10292298,-0.085644262,0.009663955,0.012606801,0.043961444,0.055206312,0.14920714,0.23269832,0.13656355,0.11245334,0.15664702,0.21784393,0.37791045,0.49204776,0.43110773,0.47706412,0.59484832,0.5198627,0.66743879,0.63736635,0.69082932,0.63906265,0.56029189,0.61848079,0.57697366,0.48747531,0.4968552,0.53898507,0.41596003,0.35572608,0.32624933,0.41417564,0.52477167,0.41567038,0.48897642,0.39456132,0.35126206,0.34600623,0.2946331,0.32055941,0.30216989,0.26058267,0.26223958,0.22468978,0.29939884,0.48571338,0.89346213,1.2476581,1.3045485,1.2421526,1.3930862,1.7229048,1.9241466,1.9493366,1.9064573,1.444121,1.0750803,1.0730866,0.90718442,0.5928714,0.18597918,-0.11711765,-0.10343756,-0.18551773,-0.17202821,-0.20318245,-0.11950644,-0.12617965,-0.27617432,-0.17343289,-0.17124542,-0.20988022,-0.15843363,0.005749755,-0.10167026,0.074173751,0.77272946,1.6263218,1.3956547,1.7115195,1.7090312,1.3891729,0.42310181,0.25714061,0.92598907
4450,-0.55703451,-3.7427594,-4.2680956,-4.6663383,-4.0732306,-2.6766613,-1.6092132,-1.4734823,-0.995208,-0.066269514,-0.075416249,8.48e-05,0.002688547,-0.056157586,-0.047129932,-0.060762765,0.025121651,-0.12773173,-0.10915424,-0.24191363,-0.25060422,-0.18225198,-0.28439819,-0.33176748,-0.45847944,-0.37777308,-0.27218212,-0.36976014,-0.4594071,-0.5070255,-0.53283278,-0.79443603,-0.76686824,-0.73528424,-0.69518848,-0.91146627,-0.89373501,-0.83072525,-0.77434339,-0.71445854,-0.79532793,-0.77346038,-0.56561854,-0.43535251,-0.2612217,-0.26473181,-0.23873728,-0.15690625,-0.12001352,0.019232021,0.095492068,0.099577462,0.092918401,-0.073349678,0.066064371,0.13056847,0.024205209,-0.012216984,0.16956316,0.23914097,0.11600297,0.09077123,0.18728141,0.18770925,0.17290465,0.31552822,0.28145722,0.3095178,0.53469921,0.44443712,0.41287859,0.44908607,0.54034363,0.44581246,0.54704682,0.63748922,0.69225913,0.67502056,0.57505513,0.54148238,0.49624804,0.48230407,0.47559898,0.47816875,0.48756739,0.44938011,0.4027455,0.34536881,0.43218547,0.34699053,0.24388284,0.37130305,0.40289764,0.29141864,0.28425442,0.37560303,0.18065752,0.21164048,0.42903113,0.74482023,0.97093077,1.2002567,1.2268243,1.1923098,1.3569437,1.5903923,1.6600249,1.4445321,1.230363,0.98726859,0.92704927,0.72797697,0.40656225,0.16946553,-0.10434787,-0.37009404,-0.30986055,-0.278445,-0.32219849,-0.20333021,-0.2605761,-0.34370226,-0.30776382,-0.26894019,-0.28605622,-0.26213795,-0.22926549,-0.14097689,-0.10319467,0.45719695,1.4213308,2.051329,1.8158497,1.9118981,1.791381,1.0765512,0.41273915,-0.18207696,0.76651737,-0.18975096
